X	time
-.0087125798066105	1
-1.00231205355766	2
.6745175728910753	3
.6225927676762537	4
2.105937168919389	5
.3499904063211232	6
-1.166585204357808	7
-1.638272687460055	8
.0166560236629565	9
.3560304138426544	10
-1.439518058079439	11
-.4158627790933323	12
1.983132253488594	13
1.097258513224868	14
1.098072894290989	15
.7929502995993747	16
.2074980493228767	17
-.2038197915175071	18
-.6710884080446431	19
-.9389361405665911	20
.1339391539465527	21
-2.443470219826547	22
.3241019263186687	23
.8733835146221962	24
-1.604386592913521	25
1.380062036647144	26
.8341034810406349	27
-1.341339879805792	28
-.7546920098282005	29
1.617317961606556	30
.9569579368978827	31
.5959069519870012	32
.7080123516425409	33
1.338036750669921	34
-.7254357480611964	35
1.184258938837572	36
.7852704921260063	37
-.1968458093349305	38
.6488928024092719	39
-.4671825460054099	40
1.285060774972407	41
-.376142317739479	42
-.7578073004542017	43
-1.503928792989717	44
.1898088038688206	45
-.7429174928747357	46
.9255640571741858	47
-.5795107528130365	48
-1.60157075356884	49
-.9364855655229203	50
-.7542973181972455	51
1.34869256248985	52
.3363002515104301	53
-1.948635923249514	54
.8877599113270871	55
-.0743383585327295	56
-2.056182697408715	57
-2.722172320934273	58
-.6020474005786003	59
.9408163145101706	60
.4808567468383598	61
-.5429836765219215	62
.4830364104021956	63
-.2516809516939974	64
-.3938025418247997	65
-.5142787346400611	66
-.7470069054973612	67
1.012149104754207	68
1.323010073077004	69
1.524222038738419	70
.5186521421091825	71
.1582771996089171	72
.7443253264331747	73
-.9032620476503285	74
-1.355272749866465	75
-.6714195985610484	76
-1.710606260503681	77
-1.100452393231769	78
-.2682770867634149	79
1.437730675590921	80
-.0240838546156879	81
-.5457059845791187	82
-.0784950804697079	83
-.6220348524664666	84
.0088485942933541	85
-.758175644969872	86
-2.064766970397361	87
-.9312745399864192	88
-.930401149716211	89
.641578586478773	90
.1924654250827843	91
-.9373410092031766	92
.2521957563805726	93
.2219363162802136	94
-.9386980763976783	95
-1.696335102482903	96
.3533215535687401	97
.1054081846930295	98
-.1490891516930071	99
.741180400201422	100
.8837171364440445	101
1.083673210460941	102
-.8626597237520022	103
1.37625304809181	104
-.6822356532389731	105
-.1704027085841422	106
-.563926627466625	107
.244236958807081	108
-1.190238127959245	109
-2.059173983968757	110
-.3531684316533245	111
.4872999841608842	112
.2290219984231566	113
.5257574022853644	114
-.4986585830972542	115
.1527054182803537	116
-.1220109518685404	117
.2332028481906118	118
1.337087757377796	119
.1966015906879469	120
.0998246589964616	121
.3056996140590686	122
.2618590129190019	123
-.8938954801709171	124
-2.280717786830786	125
2.202671302873497	126
.3215524376294981	127
-1.493087142796182	128
.8975527451483262	129
1.356005758561859	130
.3048570671179489	131
-.1955650328513701	132
-1.012396907327298	133
.6372550338151979	134
-.6769921205043857	135
.1563155960186464	136
.5733629851384465	137
-.1099310730125202	138
-.79149757569444	139
-1.143179571580554	140
-.0731201819229372	141
2.016147020207123	142
1.542827477694243	143
-.244933821467019	144
-.5990427680701487	145
1.955186999237096	146
1.210491673248487	147
2.839413388537578	148
-.7620630491300435	149
-1.122477623977656	150
-.3982015423146537	151
-.039666444268986	152
2.358756105424426	153
.467377261150674	154
1.871495694240675	155
-.88421659404485	156
-1.159748600467406	157
.810666611681499	158
.2839437995789755	159
.3970177473795634	160
.753693885991678	161
-1.845762174170657	162
-2.557778199758735	163
.3820163954328232	164
-.2490071174234892	165
.7381508525531798	166
-.65921089944231	167
-.9298753981682911	168
-.2328048499147437	169
-1.245253841014748	170
.7708584319938436	171
.4762988718773618	172
.3013669895468714	173
.3398186576820017	174
-.7128558132155172	175
2.226012575139756	176
.3837032447897665	177
-.5070049664901531	178
.2132786518444574	179
.6439865885066419	180
-.9162950413591719	181
-.9834567365559165	182
-2.537158314476425	183
-.174939228415783	184
.588975185337529	185
.6759059138093143	186
.5309072107204658	187
.4326532550473323	188
-.5361118809093933	189
-.769533346634193	190
-.1282943815290937	191
.970130697634489	192
1.743004166815485	193
1.071592519486548	194
-.1573641558574521	195
.7225885771241497	196
.3460656225134452	197
.968892381183929	198
-.1435503301576552	199
.1890781928987295	200
-.771498081589937	201
.9922605056303944	202
-1.738179613596748	203
-2.766082383856513	204
-.789720355183013	205
.700259440227795	206
1.023789926031051	207
-2.411076968067263	208
.4895537720677563	209
-.8783116527606425	210
1.348051772882519	211
1.376019721080682	212
.4205190615431797	213
-1.08399413840112	214
-1.065783142086175	215
1.34693260784575	216
.2786658856741498	217
1.806793861372476	218
-.0599992540397833	219
-2.059252287903536	220
-.586865190227831	221
2.987568338343063	222
-.1092853027889423	223
.9054778925843263	224
-.6620070517779091	225
1.61862465906461	226
.5443078166501172	227
-1.225198488979773	228
2.420854748666099	229
2.076378583556298	230
-.7566602357282421	231
-.7050528920774939	232
-.5759144477469247	233
.1792305739583215	234
.9653181434738456	235
-.4192588249448529	236
-.4248233535090693	237
.2672929493375701	238
1.771849198541105	239
.8056925952456562	240
.8378562885014913	241
-.0831387252105262	242
-.733639575238939	243
-2.822833236195642	244
-1.495361217060454	245
.0152074301523287	246
.794402549000696	247
.4389186295814314	248
-1.522685222520426	249
-1.065495229816786	250
-.2563551145741199	251
.9581449793408067	252
1.111239800263144	253
.7963607813696731	254
.2275938393643229	255
.8375885276302633	256
.4367077100027975	257
-1.549577695845036	258
-2.005851118544331	259
-2.546926095256359	260
-1.470058111105361	261
-.8267603616887463	262
-.6708494794290072	263
-.6735992198678158	264
-.3160134918852259	265
-.3577151440217048	266
-1.566453350908372	267
-2.070326361418418	268
.0332600306870814	269
-.3799465501042562	270
-.7725655278579229	271
-.4657865197405797	272
-1.049998725291569	273
.8242377909637505	274
.7280437415858876	275
1.032962170653397	276
-.8524428939233204	277
-1.19904662895965	278
-2.857793473920816	279
-1.005890612402233	280
.3405589708765159	281
.0877365966480329	282
.0952453980291156	283
2.032340385553254	284
-.2284386167894027	285
-2.237423822611347	286
.1952676775417181	287
-.3689381734164958	288
.5320217931766925	289
-.4983127549441732	290
-1.004997382646927	291
-.9545005022614561	292
.4490144027984108	293
