time	error	X
901	1.513708378050511	20.8613274690472
902	1.137758786037265	21.56842252056086
903	-.1539304475868574	20.63028081269357
904	-.933757944737766	19.38138246160902
905	.836554896592708	20.52724612739722
906	-.0291906623471687	20.23443240135144
907	.5591225644040146	20.67633876507973
908	-.8193976824874707	19.5187717000524
909	.353575024760699	20.1129608747869
910	-.6606236175303266	19.39585681986312
911	-.0683062530432147	19.62962215688835
912	.1876109843445727	20.00242206278875
913	-1.164768739897993	18.83644229149638
914	-.2716282429578835	19.14659290279031
915	-2.038457277934999	17.53483917346015
916	.9055803498322821	19.67299993656236
917	-.8582246449490355	18.97827532333215
918	.8074638827561699	20.29660154442224
919	-.3450470745527113	19.80325369765841
920	-.7463322503290152	19.15529459850019
921	-1.774830554731506	17.80281674451859
922	.9757441600836035	19.8771525323429
923	.8168675276990871	20.75544379387054
924	.508856411021225	20.88657830795649
925	.0226258543181187	20.46591500829637
926	.4596749781890869	20.69263248233727
927	1.801774221373702	22.14809046254234
928	.5864644153861424	21.66050964665731
929	.4468751827727088	21.27713000610137
930	.3302020468867274	20.96876704993741
931	-1.323926894471252	19.16045663049745
932	-.7379148518149596	18.84231346343377
933	-.3501757913398822	19.070980940377
934	-1.841413138669202	17.6940773315193
935	-1.581498622638531	17.26554004312112
936	.0555271517315306	18.68829717329209
937	-.1376653079798316	19.20648327866622
938	2.013664734979884	21.61690637431299
939	.414871584524318	21.22332477168081
940	.4936179263775525	21.10528031221796
941	2.016464326191382	22.56910448230036
942	-1.40660327927846	19.87794896187172
943	.9663586952526659	20.90533317618853
944	-1.118059628378207	19.33460695971606
945	-.9967159863513716	18.67058749350666
946	-.8388385231306413	18.49645522362269
947	1.969817936994327	21.21804554880567
948	-1.697399285054235	18.9116234893486
949	-1.982225238069668	17.47358650660463
950	1.160698132539412	19.89749138584173
951	-1.431360908389103	18.51738478453176
952	-.8006906527755155	18.45800173949037
953	-1.63406090813094	17.59493996161424
954	-.4926475363789315	18.30482244442819
955	1.38800749504345	20.54041871725754
956	.4529271821330486	20.72313654076182
957	-.04974316182843	20.31182510855248
958	1.004009281549076	21.15992183582532
959	.7546706664982022	21.33463158441086
960	-.0482490194488798	20.61906677275655
961	-.428840391306474	19.8806929950718
962	-.6695122030919189	19.27083429444398
963	.2069440108638557	19.84236115808585
964	-.1263183940188267	19.7948621850241
965	-2.473319074969325	17.42411201754273
966	-.7022319486278433	18.00982406014352
967	.23899099447464	19.2439030245464
968	.8816042643215174	20.50355577659472
969	1.16281772285006	21.41459561114742
970	-1.154292664300167	19.55300514127354
971	1.34071644283843	21.1172190134752
972	.4908039084476007	21.0494134151852
973	-.0523151235651453	20.47239158402746
974	1.253870963226255	21.49006675523998
975	-.7492035720589068	19.99582980556108
976	.7039740722233493	20.70188897500389
977	-1.433236951030127	18.91770753647182
978	-1.385856801147056	18.07299696708886
979	.3379200894671244	19.37441857301155
980	.249463705067657	19.93667299157343
981	-.8826008298757022	19.08573566591101
982	-.0128420487340922	19.53002578422142
983	1.693191545217946	21.45820443732865
984	-.5179014125635331	20.21120080610079
985	.9419883561230468	21.04758875917344
986	-.8604210275781758	19.66337335200854
987	-.0979408046276147	19.73374587137666
988	-.1272697828087453	19.73960315287958
989	.2864892156257012	20.15629079206549
990	.9330865162083614	21.01123191224111
991	.2682345985950992	20.77385055471565
992	.0509862995149393	20.43791157687276
993	1.047995042863977	21.26695083130036
994	-1.806245551753588	18.82722986389659
995	1.594532165181439	21.00814709712973
996	-1.437555833296486	19.06651771526838
997	-.7942263268264896	18.7390325308077
998	-.8791151136878694	18.49040115171598
999	.559183096516796	19.80438367237479
1000	.6164463915880136	20.51863822777541
