time	X	Y	Z
1	-.5595113781724181	-3.209543693191837	.1607732412818489
2	.4103121892164624	-3.990294253277365	-.2610191174461493
3	.3366281070742645	-.4330283104541174	.5139239927542536
4	.393616129851252	-1.299864479151868	.4128666457879291
5	.7139801881227169	-.8289784039058892	-1.713963090924691
6	.2327768358626614	-.2535112744177694	-3.035308092706104
7	-.1685842506530023	.8721215767398902	-3.464841341929717
8	-.1226763656679287	1.016933527015617	-1.875225555774815
9	-.2279863248930518	2.308687856741571	-1.950514594834678
10	.9010272291309395	1.301542349554583	-2.329777488764873
11	.2609348114416083	.5548108281986022	-2.513113229134406
12	-.4932460759013996	1.084593740137465	-2.642759979027758
13	-.1539096353735615	.061700700685797	-2.672502803182185
14	-.3747839732477488	.8967510075439109	-2.898949675018543
15	-2.256576994264562	.496977368938302	-2.606711120182829
16	-4.703329912339788	1.139135287624278	-3.224620472081836
17	-3.333742382281749	.9945124897377471	-2.21911018380898
18	-.8755855782736216	.3066954237794141	-1.083944736998171
19	-1.363785203420957	-.8201990937330045	-.9984649927084706
20	-2.047849583989631	-.1210362899523038	-2.875210437243095
21	-.4685783632695011	-1.622953582065327	-1.831609390442342
22	-.2484535638414526	.7796649486565493	-.9822308375808314
23	.6804655658812959	1.463822032241756	-.3405891837056323
24	-.2253055416938511	.1258244997544996	-1.328067010546495
25	.2822830777755693	1.606819571985137	-1.171384929119457
26	-.0277375902554122	1.221849695323242	-1.234198445307042
27	-1.814765082563659	.572278111011749	-.9986788237766064
28	-1.914316141022828	2.00761665391746	-1.89004853236005
29	-2.699016795400082	1.601551815516829	-1.793671421105728
30	-1.482626947641642	1.830715663576951	-1.680549153587327
31	-1.701837115684043	1.039766255988871	-.7832815087594988
32	-2.217856587740731	-.1970249266687425	-1.478853684957224
33	.4301980093972684	.6609333026350024	-.0775457780636591
34	1.289671687741077	.7983779946502187	-1.446852440653708
35	.7906223752501178	2.410714039172273	-.6017371896117147
36	.412381397069111	1.693648889581696	.1911035836734631
37	-1.313260984343852	1.106887074652489	-1.750074096542833
38	-.7359192306248328	1.942806436202473	-3.099767398938138
39	-.3447126024207062	1.708073010481395	-1.268576875548369
40	.266440542982524	3.422626492561634	-.2274780136828513
41	.459450925031478	2.13293335609205	-1.626311398414065
42	1.331700386263696	2.943610696592028	-2.094977476818904
43	.5306592974608247	.9751649084359855	-1.857819176993744
44	1.459576622315394	1.537530580923757	-2.08825739062097
45	.2995925961315583	2.050871342476742	-1.175306357992079
46	-1.132745037509965	1.364520760445344	-.9210460703568101
47	-.9071428989908905	3.979868742326507	1.409577845094721
48	.4054991908397731	3.185362704076987	.3915152153638827
