time	X1	X2	X3	X4
1	2.140541723401796	.166175697135822	-.8858028683880028	3.009206242485129
2	4.439180287289032	.7206693944771126	-2.630351895212913	3.105254013247859
3	3.887511831812848	-.9740773757477065	-2.382767984235852	2.0802917898032
4	4.264267566522292	-.6452569344888309	-.3378873810059062	4.416349474204123
5	2.826761409902268	-.0066371749358647	-1.043216948788972	2.462940347545917
6	2.949221722641849	.5923189212144919	-1.693143720603129	2.673391358486423
7	2.177140816954394	-.870771185939153	-1.686608785835994	4.906019453319837
8	1.292074344913355	-.2664879076989656	-3.320233452455283	1.893856489098202
9	2.106947174493148	.9794898605848217	-2.737229535191368	3.977322887020315
10	1.331590823844261	.0200644020004723	-4.61328385211091	2.960013423325486
11	1.88740002694522	-.337845377928385	-2.975835038956877	3.444808581474219
12	1.443719319340343	.9380626707517685	-3.833269554736596	1.66909147739915
13	1.920059025260556	-.9966894211358472	-4.986163560193401	3.101904413652797
14	2.344056080921503	.2233532021501284	-3.035144873176538	2.787667011449549
15	1.067004236081575	1.077112971105022	-3.392049613437694	2.751240685525736
16	2.490028542769819	-.3456067326717558	-3.032281592659758	3.730069838135562
17	2.193794768643146	.3456403956303796	-4.607069110170277	4.247974531760144
18	3.114707774725018	-.9302296086105694	-5.670693047869698	3.154289522501216
19	3.12951363920779	-.3862253118412894	-4.489115978948483	.8991317862011945
20	1.901859616889248	-.4313958250558487	-3.997176215267721	5.21451447157053
21	.4172112127113912	1.437166233399383	-4.47323832184405	1.455727660160731
22	1.098141027190499	.9464293319097226	-2.844196566809769	3.369317446794856
23	1.367394875113718	-2.413989577689946	-1.724115302243746	3.89575719965705
24	.9772324921370255	2.043189760450455	-1.067815021720282	3.088827385449262
25	3.205510823359913	-.1795089506178811	-1.783506864850862	3.758222196830027
26	3.292561310461944	-1.093205134978358	-2.814019682298713	1.930729713886899
27	2.146901308556194	1.451120058137193	-2.643170139560354	5.18235301382837
28	2.187261638401942	-1.716152434315276	-2.965277783059289	1.616188940879095
29	4.157555676172032	-.2865621327417536	-2.742197786039686	4.489864064631611
30	2.303784402210638	1.419987936983941	-3.745108754872819	-.0847090821401784
31	3.297138046906234	-2.027245422853506	-4.90424200654423	3.841355270692871
32	4.172089691617318	2.823755321956953	-4.623370554801133	3.905445706648688
33	3.547507879341367	-2.925541511931452	-2.215726685644515	1.172577164161122
34	3.059274550612584	.0927724371778931	-2.233515366317275	3.067377740439083
35	3.065260651067963	-.2621841381686063	-2.622520415082096	3.874295421449988
36	3.421585651674816	-2.911189846558047	-1.620161981021739	2.878379797205239
37	.6291445242399607	2.02587922972302	-2.538550838386797	3.853771434417938
38	2.303344143476602	-.9001897957071088	-.5609917727635177	2.117498638779099
39	.8903252657889484	.9989847522626568	-2.500393057435001	1.774775549282885
40	1.247769179902954	-1.324899894012057	-1.175513915988267	5.513076515383032
41	3.946089278511562	1.093065167333215	-.9921005328699816	1.276347592908271
42	4.448917690354439	-.8218356832833658	-4.110854055596564	4.348004706318545
43	5.037235181537827	1.791011340954869	-1.721052212986465	4.01665465306821
44	5.356271792242249	-.7781819347330194	-2.275293496872733	3.267519924705972
45	4.689997390816055	.0103426917726095	-3.035024034481378	1.6825915096691
46	3.747967712726755	1.185002424148457	-2.87275851929315	4.506008460111923
47	3.526287928290016	-.4753717290734967	-3.87129636578007	4.362372050248636
48	1.437931610204529	.6536068705645256	-4.869128860950501	1.543337809517109
49	2.123311736045092	-1.564436649563321	-4.234017809402138	2.213510181175379
50	2.296832589131171	1.284425356807743	-2.720471407801182	3.073955934649441
51	2.049047475461086	-1.30998528082042	-1.905554333016784	3.445890520920688
52	3.021965881793351	-.5554841836709798	-.226393206797338	2.273540531469902
53	1.594602406036786	-.1131420457353858	-.3999108786563852	2.204988851104059
54	1.518440110592362	.9732836476632959	-.7429851528041881	3.834344427150316
55	1.556824247161655	.7863812186257048	.5945162472553361	3.166445275843544
56	2.792918682610643	-.1507303368001902	.3715023610932413	2.689922630711529
57	2.998360345266331	-.2351004557463052	-.0698677303177452	1.986337929916955
58	3.654234850072676	1.173976094034346	.9856168413693197	2.024019400456958
59	3.621617569740661	.2002565052965517	.8247061657957262	4.7239843597934
60	2.643572685547541	1.365772517541003	1.360521014876724	2.136859796232555
61	2.260300221447008	-2.733815337078264	-.4383206665857199	3.90456362518846
62	.6202959521514455	1.967562453237366	1.227565072120443	1.813862191234318
63	.9532463034962333	-1.120909110552209	-.2338958927023222	2.277775768732328
64	.5668319334107033	-1.570290037255897	-.9238898638889697	4.331289725547566
65	-.7712860238802826	-.9363215189205937	-.341713333704832	2.29226150112953
66	.385145678474319	.1896497422489683	-.2279992699099756	1.82138824489819
67	1.355035465140969	1.207857503394047	-.6767405407877748	5.061508960040495
68	2.177978949431428	.5567013145454321	-.5393176787606266	3.442522397883166
69	3.41165116913582	.5672560730708287	-1.104370984242984	1.179703385266041
70	3.439072306479426	.9392514645017697	-2.12945330385126	2.847921563203788
71	4.233754528720071	-1.361163917474094	-.7814192905529243	4.470446802380092
72	4.585812025851549	.4758734785253926	.2559877177649253	2.79409733198846
73	2.278609862872279	-.6908800786246481	-.3329367929316001	3.624045819706183
74	3.248613444075402	1.600774253821484	-1.28928076804492	1.544751835649054
75	2.34727251689709	-1.974538673943691	-.5116623658906985	3.77301842596788
76	.3172005839865386	.7258219320595234	-1.625445678579878	2.132268780037991
77	-1.534459119320549	.3033830205608886	-2.443265016553544	4.025432402850389
