time	X	Y	Z
1	-.4967734801331321	.2736715144498681	2.662501453305093
2	.5799705550518363	-.3649762894462661	1.484425548238598
3	.4765059516173691	2.621459355086094	1.28214831055492
4	.2910380825471364	1.74317664581752	.788237042062354
5	.6298231613541508	.628869606861964	-1.791131597443748
6	.1343728033998484	.6642820174248935	-3.259517291804054
7	-.3470792976836815	1.659604181234464	-3.020297430741584
8	-.180870574633594	1.425262583740048	-.4551689324404691
9	-.1858402622298012	1.985490577132235	.2778824192983751
10	.9316963205479216	.5691913308064723	-.2730552146107227
11	.3179313926648712	-.8960724722387359	-.6679472722817205
12	-.7185028831841345	-.2402719521125458	-.8669337567838611
13	-.2191433382339636	-.6669359772764643	-.7868956725663908
14	-.2514724542723989	.1578913489987614	-.8748716700227778
15	-2.218099585421172	.1408653452358273	-.4955533539101336
16	-4.609633919027851	.6390673481302402	-.9929340156139694
17	-2.769598133715609	.4974352688182521	-.0265042785771075
18	.3002468998113254	-.4265045707609632	1.2996889617157
19	-.5303496078505197	-1.64634718899683	1.134080381024219
20	-1.828953189421225	-.595345956235757	-1.303206670719006
21	-.1276320624142618	-1.346711244383901	-.7019056966931928
22	.2635088321559551	1.056360660027243	.5869182880696006
23	.7976101566986711	2.325767412389731	1.234143991943325
24	-.163192150733488	.203057129489174	-.0240659382740176
25	.1121666863052453	.7361587338454565	-.3949868520784467
26	.0285887951680506	.7191389234695839	-.4151795034178947
27	-1.885335852007552	-.3088472204818984	-.1461445699618853
28	-1.907381743458975	.9539678430630525	-.9286681116493725
29	-2.245325524759167	.9147448435511589	-.8939892567544303
30	-1.004047912385935	.6378716442611762	-.5028409457119534
31	-1.027082916834022	-.3300179211517336	.5369222495127086
32	-1.847199850830321	-1.622814776322858	-.0886779460186686
33	.8556572883182789	-.4252146212217638	.9803435188598035
34	1.844135834676259	.5305570304979405	-.3669423452250256
35	.6830728729008007	2.100433050108814	-.0084121033629935
36	.0899634751338418	1.125263344532038	1.015334790523485
37	-1.510916578156381	-.3243459751493862	-1.106809835549656
38	-.8390145798921105	.4059834295531968	-2.774761005077062
39	-.0163973563347433	.5950480932519098	-.5294875551299216
40	.4504203506387322	2.092977002336458	1.31641747170841
41	.5456290756366546	.7077162958333748	-.1472944634754675
42	1.265090250518065	.7105510148539383	-1.144572229906388
43	.4157965662029552	-1.096630774385632	-.8732886132701032
44	1.12665152574947	-.6389650598145759	-.8256135321462175
45	.166927771766352	.6635122080536595	.2782978532112529
